Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
419,Klay Thompson\thompkl01,SG,26,GSW,69,69,34.1,8.2,17.5,.468,3.3,8.1,.413,4.8,9.4,.515,.563,2.4,2.8,.850,0.7,3.0,3.7,2.1,0.8,0.5,1.7,1.8,22.1
420,Tristan Thompson\thomptr01,C,25,CLE,72,72,29.9,3.3,5.5,.594,0.0,0.0,.000,3.3,5.5,.598,.594,1.4,2.8,.500,3.7,5.7,9.4,1.1,0.5,1.1,0.8,2.3,8.0
421,Marcus Thornton\thornma01,SG,29,WAS,33,1,17.4,2.5,6.4,.400,0.8,2.4,.350,1.7,3.9,.431,.467,0.7,0.8,.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6
422,Mike Tobey\tobeymi01,C,22,CHO,2,0,12.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
423,Anthony Tolliver\tollian01,PF,31,SAC,58,9,22.9,2.4,5.4,.441,1.4,3.6,.398,1.0,1.8,.523,.572,0.9,1.2,.761,0.8,2.9,3.7,1.1,0.6,0.2,0.8,1.7,7.1
424,Axel Toupane\toupaax01,SF,24,MIL,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
425,Karl-Anthony Towns\townska01,C,21,MIN,72,72,36.9,9.6,17.9,.535,1.2,3.3,.350,8.4,14.5,.578,.568,4.2,5.1,.821,3.7,8.5,12.1,2.7,0.6,1.3,2.6,2.9,24.5
426,P.J. Tucker\tuckepj01,SF,31,TOT,73,20,27.9,2.5,6.1,.412,0.8,2.4,.337,1.7,3.7,.461,.479,1.0,1.2,.769,1.5,4.4,5.9,1.3,1.5,0.2,0.8,2.4,6.8
426,P.J. Tucker\tuckepj01,SF,31,PHO,57,17,28.5,2.6,6.2,.415,0.8,2.4,.338,1.8,3.8,.463,.480,1.1,1.4,.792,1.6,4.4,6.0,1.3,1.5,0.2,0.9,2.5,7.0
426,P.J. Tucker\tuckepj01,SF,31,TOR,16,3,25.8,2.2,5.5,.398,0.8,2.4,.333,1.4,3.1,.449,.472,0.6,0.9,.643,1.0,4.6,5.6,1.3,1.4,0.3,0.6,1.9,5.8
427,Evan Turner\turneev01,SG,28,POR,55,10,25.7,3.7,8.7,.430,0.5,1.9,.275,3.2,6.8,.472,.459,1.3,1.6,.841,0.6,3.3,3.8,3.2,0.8,0.3,1.6,1.8,9.3
428,Myles Turner\turnemy01,C,20,IND,71,71,31.0,5.5,10.9,.508,0.5,1.5,.336,5.0,9.4,.536,.532,3.1,3.8,.801,1.6,5.4,7.1,1.3,0.9,2.1,1.3,3.3,14.6
429,Beno Udrih\udrihbe01,PG,34,DET,32,0,13.6,2.1,4.7,.450,0.3,0.9,.357,1.8,3.8,.472,.483,0.8,0.8,.923,0.2,1.1,1.3,2.9,0.2,0.0,0.8,0.7,5.3
430,Tyler Ulis\ulisty01,PG,21,PHO,52,6,14.9,2.2,5.6,.397,0.2,0.8,.214,2.0,4.8,.427,.412,0.7,0.8,.773,0.2,0.9,1.1,2.9,0.8,0.1,1.1,1.0,5.3
431,Jarrod Uthoff\uthofja01,PF,23,DAL,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0
432,Jonas Valanciunas\valanjo01,C,24,TOR,71,71,25.8,4.8,8.8,.546,0.0,0.0,,4.8,8.8,.546,.546,2.2,2.7,.820,2.9,6.6,9.5,0.7,0.4,0.7,1.4,2.8,11.8
433,Denzel Valentine\valende01,SG,23,CHI,48,0,16.6,1.8,5.0,.357,1.3,3.6,.345,0.5,1.3,.391,.483,0.2,0.3,.786,0.2,2.5,2.6,1.1,0.6,0.1,0.9,1.4,5.0
434,Fred VanVleet\vanvlfr01,PG,22,TOR,32,0,8.1,1.1,3.1,.347,0.3,0.8,.385,0.8,2.3,.333,.398,0.5,0.6,.889,0.1,1.0,1.1,0.9,0.5,0.1,0.4,1.0,2.9
435,Anderson Varejao\varejan01,C,34,GSW,14,1,6.6,0.4,1.0,.357,0.0,0.0,,0.4,1.0,.357,.357,0.6,0.8,.727,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3
436,Greivis Vasquez\vasqugr01,PG,30,BRK,3,0,13.0,0.7,2.7,.250,0.3,1.0,.333,0.3,1.7,.200,.313,0.7,1.0,.667,0.0,0.7,0.7,1.7,0.3,0.3,0.3,2.0,2.3
437,Rashad Vaughn\vaughra01,SG,20,MIL,34,1,10.9,1.3,3.6,.364,0.6,2.0,.324,0.6,1.6,.415,.455,0.0,0.1,.500,0.1,1.2,1.3,0.4,0.4,0.3,0.3,0.7,3.3
438,Noah Vonleh\vonleno01,PF,21,POR,64,31,15.4,1.5,3.4,.460,0.1,0.3,.350,1.4,3.0,.472,.477,0.7,1.2,.590,1.5,3.2,4.7,0.3,0.3,0.3,0.9,1.9,3.9
439,Nikola Vucevic\vucevni01,C,26,ORL,66,46,28.8,6.5,13.7,.473,0.3,1.0,.284,6.2,12.7,.488,.483,1.5,2.2,.669,2.4,7.9,10.3,2.8,1.0,1.0,1.7,2.4,14.8
440,Sasha Vujacic\vujacsa01,SG,32,NYK,33,2,7.8,0.8,2.3,.338,0.4,1.3,.326,0.4,1.0,.353,.429,0.4,0.5,.824,0.1,1.0,1.1,0.7,0.3,0.1,0.4,0.8,2.4
441,Dwyane Wade\wadedw01,SG,35,CHI,57,56,30.2,7.0,16.2,.434,0.8,2.5,.315,6.2,13.7,.455,.458,3.8,4.8,.793,1.1,3.4,4.5,3.9,1.5,0.7,2.2,1.9,18.6
442,Dion Waiters\waitedi01,SG,25,MIA,46,43,30.1,6.1,14.4,.423,1.8,4.7,.394,4.3,9.7,.438,.487,1.8,2.8,.646,0.4,3.0,3.3,4.3,0.9,0.4,2.2,2.1,15.8
443,Kemba Walker\walkeke02,PG,26,CHO,71,71,34.5,8.0,18.1,.445,2.9,7.3,.401,5.1,10.8,.475,.526,3.7,4.4,.847,0.5,3.5,4.0,5.5,1.1,0.3,2.2,1.5,22.8
444,John Wall\walljo01,PG,26,WAS,71,71,36.5,8.2,18.4,.448,1.1,3.5,.313,7.1,14.9,.480,.478,5.5,6.8,.807,0.8,3.5,4.2,10.8,2.0,0.7,4.1,1.9,23.0
445,Taurean Waller-Prince\princta02,SF,22,ATL,49,0,13.7,1.5,3.9,.393,0.4,1.4,.324,1.1,2.5,.431,.450,1.0,1.2,.845,0.4,2.0,2.4,0.8,0.6,0.4,0.9,1.3,4.5
446,T.J. Warren\warretj01,SF,23,PHO,58,51,30.4,5.8,12.0,.487,0.4,1.6,.231,5.5,10.4,.526,.502,1.8,2.3,.779,1.8,2.9,4.7,1.1,1.1,0.6,0.8,2.7,13.8
447,C.J. Watson\watsocj01,PG,32,ORL,58,9,16.4,1.6,3.9,.397,0.5,1.7,.316,1.0,2.3,.458,.465,0.9,1.1,.871,0.2,1.2,1.4,1.7,0.7,0.0,0.7,1.3,4.6
448,Briante Weber\weberbr01,PG,24,TOT,15,0,9.1,1.3,2.8,.476,0.0,0.4,.000,1.3,2.4,.556,.476,0.3,0.4,.667,0.3,0.9,1.3,1.0,0.6,0.1,0.3,0.7,2.9
448,Briante Weber\weberbr01,PG,24,GSW,7,0,6.6,0.7,2.0,.357,0.0,0.4,.000,0.7,1.6,.455,.357,0.3,0.4,.667,0.0,0.6,0.6,0.7,0.4,0.1,0.4,0.6,1.7
448,Briante Weber\weberbr01,PG,24,CHO,8,0,11.4,1.9,3.5,.536,0.0,0.4,.000,1.9,3.1,.600,.536,0.3,0.4,.667,0.6,1.3,1.9,1.3,0.8,0.0,0.3,0.9,4.0
449,David West\westda01,PF,36,GSW,58,0,12.0,1.9,3.5,.537,0.0,0.1,.400,1.8,3.4,.541,.542,0.6,0.8,.745,0.6,2.3,2.9,2.1,0.7,0.6,1.0,1.5,4.4
450,Russell Westbrook\westbru01,PG,28,OKC,71,71,34.6,10.0,23.8,.420,2.3,6.8,.336,7.7,17.0,.454,.468,9.0,10.6,.844,1.7,8.8,10.5,10.4,1.7,0.4,5.4,2.4,31.2
451,Okaro White\whiteok01,PF,24,MIA,26,0,14.0,1.0,2.6,.388,0.4,0.9,.417,0.6,1.7,.372,.463,0.8,0.8,.909,0.9,1.8,2.7,0.6,0.3,0.3,0.6,1.7,3.2
452,Isaiah Whitehead\whiteis01,PG,21,BRK,64,26,22.3,2.9,7.1,.405,0.6,2.0,.318,2.2,5.1,.440,.450,1.3,1.6,.817,0.4,2.1,2.4,2.6,0.5,0.5,2.0,2.5,7.7
453,Hassan Whiteside\whiteha01,C,27,MIA,67,67,32.8,7.0,12.6,.560,0.0,0.0,,7.0,12.6,.560,.560,2.8,4.5,.619,3.7,10.4,14.2,0.7,0.7,2.1,2.1,2.9,16.8
454,Andrew Wiggins\wiggian01,SF,21,MIN,72,72,37.2,8.5,18.8,.451,1.2,3.4,.352,7.3,15.4,.473,.483,4.9,6.5,.758,1.3,2.8,4.0,2.4,1.0,0.4,2.3,2.3,23.1
455,C.J. Wilcox\wilcocj01,SG,26,ORL,21,0,5.0,0.3,1.4,.233,0.1,0.7,.143,0.2,0.8,.313,.267,0.1,0.1,1.000,0.2,0.4,0.6,0.6,0.1,0.0,0.3,0.3,0.9
456,Alan Williams\willial03,PF,24,PHO,38,0,14.0,2.8,5.4,.512,0.0,0.0,.000,2.8,5.4,.515,.512,1.3,2.2,.602,1.9,3.9,5.8,0.4,0.5,0.7,0.8,2.6,6.8
457,Deron Williams\willide01,PG,32,TOT,54,42,27.0,4.3,9.8,.442,1.4,3.8,.356,3.0,6.0,.497,.511,1.5,1.8,.837,0.3,2.1,2.4,6.0,0.5,0.1,2.1,2.2,11.5
457,Deron Williams\willide01,PG,32,DAL,40,40,29.3,4.9,11.4,.430,1.6,4.5,.348,3.3,6.8,.484,.499,1.7,2.1,.821,0.3,2.2,2.6,6.9,0.6,0.1,2.5,2.4,13.1
457,Deron Williams\willide01,PG,32,CLE,14,2,20.4,2.8,5.4,.520,0.7,1.7,.417,2.1,3.6,.569,.587,0.9,1.0,.929,0.1,1.9,1.9,3.6,0.3,0.3,1.2,1.7,7.2
458,Derrick Williams\willide02,PF,25,TOT,43,11,17.0,2.3,5.3,.443,0.6,2.1,.297,1.7,3.2,.540,.502,1.3,2.0,.644,0.4,2.4,2.8,0.6,0.3,0.2,0.6,1.3,6.6
458,Derrick Williams\willide02,PF,25,MIA,25,11,15.1,2.2,5.5,.394,0.4,1.8,.200,1.8,3.7,.489,.427,1.2,2.0,.620,0.6,2.3,2.9,0.6,0.4,0.2,0.6,1.3,5.9
458,Derrick Williams\willide02,PF,25,CLE,18,0,19.7,2.6,5.1,.516,1.0,2.6,.391,1.6,2.5,.644,.615,1.4,2.1,.676,0.2,2.5,2.7,0.6,0.3,0.1,0.7,1.3,7.6
459,Lou Williams\willilo02,SG,30,TOT,72,1,24.0,5.3,12.3,.434,2.1,5.5,.380,3.3,6.8,.478,.519,4.9,5.6,.878,0.3,2.0,2.3,3.0,1.0,0.3,1.9,1.2,17.7
459,Lou Williams\willilo02,SG,30,LAL,58,1,24.2,5.6,12.7,.444,2.1,5.4,.386,3.5,7.2,.488,.527,5.2,5.9,.884,0.2,2.1,2.3,3.2,1.1,0.2,2.1,1.2,18.6
459,Lou Williams\willilo02,SG,30,HOU,14,0,23.4,4.1,10.8,.384,2.0,5.6,.354,2.1,5.1,.417,.477,3.6,4.2,.847,0.4,1.9,2.3,2.5,0.7,0.6,1.4,1.3,13.9
460,Marvin Williams\willima02,PF,30,CHO,66,66,30.3,4.1,9.6,.426,1.6,4.7,.340,2.5,4.8,.509,.509,1.7,2.0,.863,1.2,5.3,6.5,1.5,0.7,0.6,0.7,1.8,11.5
461,Reggie Williams\willire02,SF,30,NOP,6,0,13.2,1.3,3.8,.348,0.8,1.8,.455,0.5,2.0,.250,.457,1.0,1.2,.857,0.3,0.7,1.0,0.7,0.5,0.0,0.0,0.3,4.5
462,Troy Williams\willitr02,SF,22,MEM,24,13,17.4,2.1,5.1,.418,0.4,1.7,.244,1.7,3.4,.506,.459,0.6,1.0,.600,0.3,1.6,1.9,0.8,1.0,0.4,1.1,1.8,5.3
463,Kyle Wiltjer\wiltjky01,PF,24,HOU,12,0,3.2,0.3,1.1,.308,0.3,1.0,.333,0.0,0.1,.000,.462,0.1,0.2,.500,0.3,0.5,0.8,0.2,0.3,0.1,0.3,0.3,1.1
464,Justise Winslow\winslju01,SF,20,MIA,18,15,34.7,4.4,12.5,.356,0.4,1.9,.200,4.1,10.6,.384,.371,1.6,2.6,.617,1.3,3.9,5.2,3.7,1.5,0.3,1.8,2.9,10.9
465,Jeff Withey\witheje01,C,26,UTA,43,1,8.5,0.9,1.9,.500,0.0,0.0,.000,0.9,1.8,.506,.500,0.7,0.8,.778,1.0,1.4,2.3,0.1,0.3,0.6,0.3,1.0,2.5
466,Christian Wood\woodch01,PF,21,CHO,12,0,7.8,0.8,1.7,.500,0.0,0.4,.000,0.8,1.3,.667,.500,0.9,1.1,.846,1.1,1.1,2.2,0.2,0.3,0.5,0.5,0.8,2.6
467,Metta World Peace\artesro01,SF,37,LAL,20,1,4.4,0.3,1.5,.207,0.1,0.9,.118,0.2,0.6,.333,.241,0.4,0.6,.583,0.2,0.4,0.6,0.4,0.2,0.1,0.2,0.7,1.1
468,Brandan Wright\wrighbr03,PF,29,MEM,18,2,13.4,2.9,4.6,.634,0.0,0.1,.000,2.9,4.5,.642,.634,0.8,1.2,.636,1.2,1.5,2.7,0.4,0.4,0.5,0.2,1.4,6.6
469,Delon Wright\wrighde01,PG,24,TOR,18,0,16.9,1.9,4.6,.422,0.3,1.2,.286,1.6,3.4,.468,.458,1.9,2.4,.791,0.6,1.6,2.1,1.7,0.9,0.4,1.0,1.4,6.1
470,James Young\youngja01,SG,21,BOS,25,0,8.0,1.0,2.2,.444,0.4,1.2,.355,0.5,0.9,.565,.546,0.2,0.3,.714,0.2,0.7,1.0,0.2,0.3,0.0,0.2,0.5,2.6
471,Joe Young\youngjo01,PG,24,IND,28,0,4.5,0.9,2.4,.358,0.2,0.8,.217,0.7,1.6,.432,.396,0.3,0.5,.692,0.0,0.5,0.5,0.5,0.1,0.0,0.2,0.2,2.2
472,Nick Young\youngni01,SG,31,LAL,60,60,25.9,4.5,10.6,.430,2.8,7.0,.404,1.7,3.5,.481,.564,1.3,1.5,.856,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3,13.2
473,Thaddeus Young\youngth01,PF,28,IND,64,64,30.2,4.7,8.9,.524,0.7,1.8,.391,4.0,7.1,.557,.563,0.6,1.2,.506,1.5,4.3,5.8,1.6,1.6,0.4,1.4,1.9,10.6
474,Cody Zeller\zelleco01,PF,24,CHO,52,48,27.7,4.3,7.3,.583,0.0,0.0,.000,4.3,7.3,.584,.583,2.1,3.2,.649,2.3,4.3,6.6,1.5,1.0,1.0,1.1,3.2,10.6
475,Tyler Zeller\zellety01,C,27,BOS,46,5,10.4,1.5,3.2,.483,0.0,0.0,.000,1.5,3.1,.486,.483,0.4,0.7,.531,0.9,1.6,2.5,0.8,0.2,0.5,0.4,1.2,3.4
476,Stephen Zimmerman\zimmest01,C,20,ORL,16,0,5.5,0.6,1.6,.360,0.0,0.0,,0.6,1.6,.360,.360,0.2,0.3,.600,0.6,1.3,1.9,0.2,0.1,0.2,0.1,0.8,1.3
477,Paul Zipser\zipsepa01,SF,22,CHI,35,12,17.9,1.8,4.6,.398,0.7,2.1,.319,1.2,2.5,.461,.469,0.7,0.9,.750,0.4,2.3,2.7,0.7,0.3,0.4,0.9,1.5,5.0
478,Ivica Zubac\zubaciv01,C,19,LAL,35,8,16.1,3.4,6.3,.539,0.0,0.0,.000,3.4,6.2,.541,.539,0.7,1.2,.605,1.1,3.1,4.2,0.8,0.3,0.9,0.8,1.7,7.5
